用户ID,游戏,行为,游戏时间
58431944,游戏1670,play,123
58431944,游戏5082,purchase,1
58431944,游戏5082,play,101
58431944,游戏4915,purchase,1
58431944,游戏4915,play,67
58431944,游戏1668,purchase,1
58431944,游戏1668,play,63
58431944,游戏3237,purchase,1
58431944,游戏3237,play,60
58431944,游戏3377,purchase,1
58431944,游戏3377,play,58
58431944,游戏5086,purchase,1
58431944,游戏5086,play,40
58431944,游戏4136,purchase,1
58431944,游戏4136,play,37
58431944,游戏1667,purchase,1
58431944,游戏1667,play,31
58431944,游戏273,purchase,1
58431944,游戏273,play,24
58431944,游戏2245,purchase,1
58431944,游戏2245,play,22
58431944,游戏4750,purchase,1
58431944,游戏4750,play,17.4
58431944,游戏3125,purchase,1
58431944,游戏3125,play,17.4
58431944,游戏171,purchase,1
58431944,游戏171,play,16.8
58431944,游戏3123,purchase,1
58431944,游戏3123,play,15.7
58431944,游戏4922,purchase,1
58431944,游戏4922,play,8.9
58431944,游戏4728,purchase,1
58431944,游戏4728,play,5.9
58431944,游戏3538,purchase,1
58431944,游戏3538,play,5.6
58431944,游戏1561,purchase,1
58431944,游戏1561,play,3.7
58431944,游戏814,purchase,1
58431944,游戏814,play,2.9
58431944,游戏2686,purchase,1
58431944,游戏2686,play,2.8
58431944,游戏2557,purchase,1
58431944,游戏2557,play,2.7
58431944,游戏3534,purchase,1
58431944,游戏3534,play,1.9
58431944,游戏3126,purchase,1
58431944,游戏3126,play,1.8
58431944,游戏2190,purchase,1
58431944,游戏2190,play,1.4
58431944,游戏4035,purchase,1
58431944,游戏4035,play,1.4
58431944,游戏2687,purchase,1
58431944,游戏2687,play,1.3
58431944,游戏906,purchase,1
58431944,游戏906,play,1
58431944,游戏190,purchase,1
58431944,游戏190,play,0.6
58431944,游戏4809,purchase,1
58431944,游戏4809,play,0.2
58431944,游戏4255,purchase,1
58431944,游戏4255,play,0.1
58431944,游戏2906,purchase,1
58431944,游戏4749,purchase,1
58431944,游戏813,purchase,1
58431944,游戏3378,purchase,1
58431944,游戏4921,purchase,1
58431944,游戏4923,purchase,1
58431944,游戏5083,purchase,1
58431944,游戏5084,purchase,1
47332601,游戏1333,purchase,1
47332601,游戏1333,play,3.1
47332601,游戏2619,purchase,1
47332601,游戏3358,purchase,1
149386510,游戏1333,purchase,1
149386510,游戏1333,play,30
208464394,游戏1318,purchase,1
208464394,游戏1318,play,4.6
208464394,游戏1321,purchase,1
208464394,游戏1321,play,1.2
208464394,游戏2732,purchase,1
208464394,游戏2732,play,0.4
208464394,游戏649,purchase,1
208464394,游戏2112,purchase,1
208464394,游戏3216,purchase,1
64023574,游戏4255,purchase,1
64023574,游戏4255,play,225
64023574,游戏2820,purchase,1
64023574,游戏2820,play,219
64023574,游戏224,purchase,1
64023574,游戏224,play,138
64023574,游戏4695,purchase,1
64023574,游戏4695,play,114
64023574,游戏1087,purchase,1
64023574,游戏1087,play,106
64023574,游戏682,purchase,1
64023574,游戏682,play,94
64023574,游戏818,purchase,1
64023574,游戏818,play,92
64023574,游戏4367,purchase,1
64023574,游戏4367,play,78
64023574,游戏2451,purchase,1
64023574,游戏2451,play,77
64023574,游戏222,purchase,1
64023574,游戏222,play,56
64023574,游戏1972,purchase,1
64023574,游戏1972,play,55
64023574,游戏2474,purchase,1
64023574,游戏2474,play,53
64023574,游戏971,purchase,1
64023574,游戏971,play,51
64023574,游戏3312,purchase,1
64023574,游戏3312,play,40
64023574,游戏2610,purchase,1
64023574,游戏2610,play,35
64023574,游戏1333,purchase,1
64023574,游戏1333,play,35
64023574,游戏3889,purchase,1
64023574,游戏3889,play,28
64023574,游戏4035,purchase,1
64023574,游戏4035,play,23
64023574,游戏1887,purchase,1
64023574,游戏1887,play,22
64023574,游戏3127,purchase,1
64023574,游戏3127,play,21
64023574,游戏443,purchase,1
64023574,游戏443,play,18.9
64023574,游戏1763,purchase,1
64023574,游戏1763,play,13.8
64023574,游戏4671,purchase,1
64023574,游戏4671,play,12.2
64023574,游戏2978,purchase,1
64023574,游戏2978,play,11.4
64023574,游戏1643,purchase,1
64023574,游戏1643,play,11
64023574,游戏918,purchase,1
64023574,游戏918,play,10.7
64023574,游戏1497,purchase,1
64023574,游戏1497,play,10.5
64023574,游戏3204,purchase,1
64023574,游戏3204,play,9.2
64023574,游戏515,purchase,1
64023574,游戏515,play,8.5
64023574,游戏2473,purchase,1
64023574,游戏2473,play,7.3
64023574,游戏513,purchase,1
64023574,游戏513,play,6.4
64023574,游戏4743,purchase,1
64023574,游戏4743,play,6.2
64023574,游戏2080,purchase,1
64023574,游戏2080,play,5.8
64023574,游戏4278,purchase,1
64023574,游戏4278,play,5.3
64023574,游戏5134,purchase,1
64023574,游戏5134,play,4.4
64023574,游戏320,purchase,1
64023574,游戏320,play,3.4
64023574,游戏2619,purchase,1
64023574,游戏2619,play,3.3
64023574,游戏89,purchase,1
64023574,游戏89,play,3
64023574,游戏220,purchase,1
64023574,游戏220,play,2.9
64023574,游戏3216,purchase,1
64023574,游戏3216,play,2.8
64023574,游戏3638,purchase,1
64023574,游戏3638,play,2.8
64023574,游戏2391,purchase,1
64023574,游戏2391,play,2.7
64023574,游戏3238,purchase,1
64023574,游戏3238,play,2
64023574,游戏3741,purchase,1
64023574,游戏3741,play,2
64023574,游戏1970,purchase,1
64023574,游戏1970,play,1.6
64023574,游戏4820,purchase,1
64023574,游戏4820,play,1.6
64023574,游戏2723,purchase,1
64023574,游戏2723,play,1.6
64023574,游戏2237,purchase,1
64023574,游戏2237,play,1.4
64023574,游戏377,purchase,1
64023574,游戏377,play,1.3
64023574,游戏3492,purchase,1
64023574,游戏3492,play,1.1
64023574,游戏2901,purchase,1
64023574,游戏2901,play,1.1
64023574,游戏1600,purchase,1
64023574,游戏1600,play,0.8
64023574,游戏609,purchase,1
64023574,游戏609,play,0.6
64023574,游戏5139,purchase,1
64023574,游戏5139,play,0.6
64023574,游戏3898,purchase,1
64023574,游戏3898,play,0.6
64023574,游戏322,purchase,1
64023574,游戏322,play,0.5
64023574,游戏324,purchase,1
64023574,游戏324,play,0.4
64023574,游戏4080,purchase,1
64023574,游戏4080,play,0.3
64023574,游戏3210,purchase,1
64023574,游戏3210,play,0.3
64023574,游戏4919,purchase,1
64023574,游戏4919,play,0.3
64023574,游戏3443,purchase,1
64023574,游戏3443,play,0.2
64023574,游戏3122,purchase,1
64023574,游戏326,purchase,1
64023574,游戏321,purchase,1
64023574,游戏325,purchase,1
64023574,游戏514,purchase,1
64023574,游戏1280,purchase,1
64023574,游戏2289,purchase,1
64023574,游戏2395,purchase,1
64023574,游戏2612,purchase,1
64023574,游戏2613,purchase,1
64023574,#N/A,purchase,1
64023574,游戏2615,purchase,1
64023574,游戏2616,purchase,1
64023574,游戏2617,purchase,1
64023574,游戏2618,purchase,1
64023574,游戏2620,purchase,1
64023574,游戏2821,purchase,1
64023574,游戏2941,purchase,1
64023574,游戏3039,purchase,1
64023574,游戏4368,purchase,1
64023574,游戏4369,purchase,1
64023574,游戏4370,purchase,1
64023574,游戏4741,purchase,1
64023574,游戏4821,purchase,1
68532738,游戏620,purchase,1
68532738,游戏620,play,229
68532738,游戏619,purchase,1
68532738,游戏619,play,27
68532738,游戏1359,purchase,1
68532738,游戏1359,play,23
68532738,游戏4643,purchase,1
68532738,游戏4643,play,15.1
68532738,游戏687,purchase,1
68532738,游戏687,play,14
68532738,游戏1143,purchase,1
68532738,游戏1143,play,4.8
68532738,游戏1247,purchase,1
68532738,游戏1247,play,3.5
68532738,游戏3985,purchase,1
68532738,游戏3985,play,2.1
68532738,游戏1248,purchase,1
68532738,游戏1248,play,2.1
68532738,游戏1707,purchase,1
68532738,游戏1707,play,2
68532738,游戏3749,purchase,1
68532738,游戏3749,play,1.6
68532738,游戏4919,purchase,1
68532738,游戏4919,play,1.5
68532738,游戏2759,purchase,1
68532738,游戏2759,play,1
68532738,游戏377,purchase,1
68532738,游戏377,play,0.9
68532738,游戏1031,purchase,1
68532738,游戏1031,play,0.6
68532738,游戏513,purchase,1
68532738,游戏513,play,0.4
68532738,游戏3912,purchase,1
68532738,游戏3912,play,0.3
68532738,游戏1333,purchase,1
68532738,游戏1333,play,0.2
68532738,游戏627,purchase,1
68532738,游戏628,purchase,1
68532738,游戏629,purchase,1
68532738,游戏630,purchase,1
259325175,游戏3900,purchase,1
259325175,游戏4262,purchase,1
89856899,游戏4255,purchase,1
89856899,游戏4255,play,14.2
204412693,游戏1333,purchase,1
204412693,游戏1333,play,1.1
180063157,游戏1333,purchase,1
180063157,游戏1333,play,0.8
280609756,游戏1333,purchase,1
280609756,游戏1333,play,6
36288200,游戏3238,purchase,1
36288200,游戏3238,play,0.1
206494852,游戏2714,purchase,1
206494852,游戏2714,play,93
206494852,游戏1887,purchase,1
206494852,游戏1887,play,46
206494852,游戏2712,purchase,1
206494852,游戏2712,play,0.7
206494852,游戏860,purchase,1
241929529,游戏1333,purchase,1
241929529,游戏1333,play,284
255027745,游戏1333,purchase,1
255027745,游戏1333,play,7.2
70591968,游戏3832,purchase,1
70591968,游戏3832,play,1154
70591968,游戏1972,purchase,1
70591968,游戏1972,play,97
70591968,游戏1970,purchase,1
70591968,游戏1970,play,97
70591968,游戏998,purchase,1
70591968,游戏998,play,38
70591968,游戏2598,purchase,1
70591968,游戏2598,play,34
70591968,游戏682,purchase,1
70591968,游戏682,play,21
70591968,游戏2170,purchase,1
70591968,游戏2170,play,20
70591968,游戏2174,purchase,1
70591968,游戏2174,play,6.7
70591968,游戏4658,purchase,1
70591968,游戏4658,play,1.1
70591968,游戏3833,purchase,1
234348805,游戏971,purchase,1
234348805,游戏971,play,61
234348805,游戏3561,purchase,1
234348805,游戏3561,play,58
234348805,游戏1887,purchase,1
234348805,游戏1887,play,6.6
234348805,游戏4255,purchase,1
234348805,游戏4255,play,0.5
234348805,游戏4758,purchase,1
234348805,游戏4758,play,0.4
234348805,游戏649,purchase,1
156748261,游戏2913,purchase,1
156748261,游戏2913,play,22
156748261,游戏1554,purchase,1
156748261,游戏1554,play,6
156748261,游戏4751,purchase,1
156748261,游戏4751,play,5.4
156748261,游戏1671,purchase,1
156748261,游戏1671,play,5.1
156748261,游戏332,purchase,1
156748261,游戏332,play,0.5
156748261,游戏1555,purchase,1
187966424,游戏200,purchase,1
50572608,游戏974,purchase,1
50572608,游戏974,play,315
50572608,游戏1118,purchase,1
50572608,游戏1118,play,0.3
50572608,游戏2073,purchase,1
50572608,游戏2076,purchase,1
80239919,游戏971,purchase,1
80239919,游戏971,play,709
80239919,游戏968,purchase,1
80239919,游戏968,play,406
80239919,游戏1554,purchase,1
80239919,游戏1554,play,66
80239919,游戏2670,purchase,1
80239919,游戏2670,play,3.2
80239919,游戏492,purchase,1
80239919,游戏492,play,1.1
80239919,游戏1972,purchase,1
80239919,游戏1972,play,0.5
80239919,游戏969,purchase,1
80239919,游戏3509,purchase,1
80239919,游戏251,purchase,1
80239919,游戏970,purchase,1
80239919,游戏1117,purchase,1
80239919,游戏1130,purchase,1
80239919,游戏1167,purchase,1
80239919,游戏1277,purchase,1
80239919,游戏1555,purchase,1
80239919,游戏2474,purchase,1
80239919,游戏2535,purchase,1
80239919,游戏3317,purchase,1
80239919,游戏3318,purchase,1
80239919,游戏4184,purchase,1
161504500,游戏1333,purchase,1
161504500,游戏1333,play,0.3
199647568,游戏971,purchase,1
199647568,游戏971,play,17.2
186762233,游戏1333,purchase,1
186762233,游戏1333,play,24
168082750,游戏971,purchase,1
168082750,游戏971,play,104
168082750,游戏1333,purchase,1
168082750,游戏1333,play,14
168082750,游戏3646,purchase,1
168082750,游戏3646,play,1.3
168082750,游戏87,purchase,1
308165484,游戏1333,purchase,1
308165484,游戏1333,play,0.5
182280948,游戏3913,purchase,1
182280948,游戏3913,play,3.6
182280948,游戏3914,purchase,1
207515194,游戏1333,purchase,1
207515194,游戏1333,play,0.2
90711776,游戏3638,purchase,1
90711776,游戏3638,play,43
90711776,游戏1333,purchase,1
90711776,游戏1333,play,38
90711776,游戏2474,purchase,1
90711776,游戏2474,play,33
90711776,游戏1887,purchase,1
90711776,游戏1887,play,28
90711776,游戏971,purchase,1
90711776,游戏971,play,13.4
90711776,游戏918,purchase,1
90711776,游戏918,play,12.8
90711776,游戏515,purchase,1
90711776,游戏515,play,3.3
90711776,游戏1972,purchase,1
90711776,游戏1972,play,2.9
90711776,游戏163,purchase,1
90711776,游戏163,play,2
90711776,游戏4896,purchase,1
90711776,游戏4896,play,1.5
90711776,游戏220,purchase,1
90711776,游戏220,play,1
90711776,游戏1649,purchase,1
90711776,游戏1649,play,0.9
90711776,游戏1970,purchase,1
90711776,游戏1970,play,0.2
90711776,游戏2723,purchase,1
90711776,游戏657,purchase,1
90711776,游戏2941,purchase,1
90711776,游戏1795,purchase,1
90711776,游戏1968,purchase,1
90711776,游戏1969,purchase,1
90711776,游戏1973,purchase,1
90711776,游戏1973,purchase,1
90711776,游戏1975,purchase,1
90711776,游戏1975,purchase,1
90711776,游戏1971,purchase,1
90711776,游戏1971,purchase,1
90711776,游戏2610,purchase,1
90711776,游戏3553,purchase,1
90711776,游戏3909,purchase,1
90711776,游戏4671,purchase,1
90711776,游戏4715,purchase,1
130941814,游戏4255,purchase,1
130941814,游戏4255,play,0.7
3614782,游戏968,purchase,1
3614782,游戏974,purchase,1
3614782,游戏1117,purchase,1
3614782,游戏1167,purchase,1
3614782,游戏2071,purchase,1
3614782,游戏2072,purchase,1
3614782,游戏2073,purchase,1
3614782,游戏2076,purchase,1
3614782,游戏2078,purchase,1
3614782,游戏2080,purchase,1
3614782,游戏2081,purchase,1
3614782,游戏2079,purchase,1
3614782,游戏3509,purchase,1
3614782,游戏4256,purchase,1
29537499,游戏723,purchase,1
29537499,游戏723,play,74
29537499,游戏722,purchase,1
29537499,游戏722,play,3.8
34863766,游戏974,purchase,1
34863766,游戏1118,purchase,1
34863766,游戏2073,purchase,1
34863766,游戏2076,purchase,1
173469318,游戏1333,purchase,1
173469318,游戏1333,play,116
129762577,游戏1333,purchase,1
129762577,游戏1333,play,10.7
114736887,游戏2184,purchase,1
114736887,游戏2184,play,18.5
114736887,游戏2239,purchase,1
114736887,游戏2239,play,10.6
220640317,游戏4675,purchase,1
220640317,游戏4675,play,27
220640317,游戏4676,purchase,1
220640317,游戏4676,play,2.3
295885446,游戏1730,purchase,1
295885446,游戏1730,play,1.3
205633955,游戏971,purchase,1
205633955,游戏971,play,694
59818635,游戏723,purchase,1
59818635,游戏723,play,93
59818635,游戏722,purchase,1
59818635,游戏722,play,0.6
232947963,游戏2656,purchase,1
59159042,游戏1497,purchase,1
59159042,游戏1497,play,0.4
203133963,游戏894,purchase,1
101719689,游戏4255,purchase,1
101719689,游戏4255,play,49
101719689,游戏2734,purchase,1
101719689,游戏3753,purchase,1
101719689,游戏3754,purchase,1
101719689,游戏3755,purchase,1
101719689,游戏5003,purchase,1
49718752,游戏2914,purchase,1
49718752,游戏2914,play,2.9
64158475,游戏2891,purchase,1
101212067,游戏319,purchase,1
101212067,游戏319,play,394
101212067,游戏4367,purchase,1
101212067,游戏4367,play,319
101212067,游戏4493,purchase,1
101212067,游戏4493,play,153
101212067,游戏2391,purchase,1
101212067,游戏2391,play,130
101212067,游戏3577,purchase,1
101212067,游戏3577,play,71
101212067,游戏3832,purchase,1
101212067,游戏3832,play,55
101212067,游戏3239,purchase,1
101212067,游戏3239,play,40
101212067,游戏1974,purchase,1
101212067,游戏1974,play,35
101212067,游戏4671,purchase,1
101212067,游戏4671,play,21
101212067,游戏3127,purchase,1
101212067,游戏3127,play,20
101212067,游戏431,purchase,1
101212067,游戏431,play,20
101212067,游戏3561,purchase,1
101212067,游戏3561,play,15.3
101212067,游戏1709,purchase,1
101212067,游戏1972,purchase,1
101212067,游戏2395,purchase,1
101212067,游戏3881,purchase,1
101212067,游戏4368,purchase,1
101212067,游戏4369,purchase,1
101212067,游戏4370,purchase,1
125508547,游戏1762,purchase,1
125508547,游戏1762,play,162
129724065,游戏3758,purchase,1
129724065,游戏3758,play,107
253121356,游戏717,purchase,1
253121356,游戏717,play,62
253121356,游戏3127,purchase,1
253121356,游戏3127,play,12.9
253121356,游戏726,purchase,1
253121356,游戏726,play,7.6
253121356,游戏716,purchase,1
253121356,游戏716,play,5.4
253121356,游戏727,purchase,1
253121356,游戏727,play,2.5
253121356,游戏718,purchase,1
253121356,游戏718,play,1.5
253121356,游戏4543,purchase,1
253121356,游戏4543,play,1
253121356,游戏3130,purchase,1
64261708,游戏1303,purchase,1
64261708,游戏1303,play,11.3
64261708,游戏3239,purchase,1
64261708,游戏3239,play,6.8
64261708,游戏354,purchase,1
64261708,游戏354,play,6.1
64261708,游戏3934,purchase,1
64261708,游戏3934,play,4.1
64261708,游戏515,purchase,1
64261708,游戏515,play,2.4
64261708,游戏436,purchase,1
64261708,游戏436,play,2.3
64261708,游戏4671,purchase,1
64261708,游戏4671,play,2.2
64261708,游戏3473,purchase,1
64261708,游戏3473,play,0.5
64261708,游戏2723,purchase,1
64261708,游戏2723,play,0.3
64261708,游戏355,purchase,1
64261708,游戏2474,purchase,1
64261708,游戏2711,purchase,1
64261708,游戏3408,purchase,1
36775354,游戏968,purchase,1
36775354,游戏968,play,10.2
36775354,游戏1117,purchase,1
36775354,游戏1117,play,0.4
36775354,游戏3509,purchase,1
36775354,游戏969,purchase,1
36775354,游戏970,purchase,1
36775354,游戏1167,purchase,1
85395339,游戏4255,purchase,1
85395339,游戏4255,play,0.1
85395339,游戏3238,purchase,1
209340839,游戏4367,purchase,1
209340839,游戏4367,play,109
209340839,游戏4920,purchase,1
209340839,游戏4920,play,1
209340839,游戏1632,purchase,1
209340839,游戏1632,play,0.3
209340839,游戏4543,purchase,1
209340839,游戏4543,play,0.2
209340839,游戏4875,purchase,1
209340839,游戏347,purchase,1
209340839,游戏4370,purchase,1
108484523,游戏1333,purchase,1
108484523,游戏1333,play,226
108484523,游戏2110,purchase,1
108484523,游戏2110,play,10.5
108484523,游戏2269,purchase,1
248757796,游戏4140,purchase,1
248757796,游戏4140,play,19.5
248757796,游戏1333,purchase,1
248757796,游戏1333,play,16.8
248757796,游戏2619,purchase,1
35227774,游戏969,purchase,1
35227774,游戏969,play,0.7
35227774,游戏968,purchase,1
35227774,游戏968,play,0.3
35227774,游戏1118,purchase,1
35227774,游戏1118,play,0.1
35227774,游戏1167,purchase,1
35227774,游戏970,purchase,1
35227774,游戏974,purchase,1
35227774,游戏1117,purchase,1
35227774,游戏2073,purchase,1
35227774,游戏2076,purchase,1
35227774,游戏3509,purchase,1
167118460,游戏4278,purchase,1
167118460,游戏4278,play,202
167118460,游戏98,purchase,1
167118460,游戏98,play,122
167118460,游戏860,purchase,1
167118460,游戏860,play,10.4
167118460,游戏4444,purchase,1
167118460,游戏4444,play,9.9
167118460,游戏3056,purchase,1
167118460,游戏3056,play,8.7
167118460,游戏4592,purchase,1
167118460,游戏4592,play,8.6
167118460,游戏4820,purchase,1
167118460,游戏4820,play,6.7
167118460,游戏4591,purchase,1
167118460,游戏4591,play,4.6
167118460,游戏1887,purchase,1
167118460,游戏1887,play,3.8
167118460,游戏773,purchase,1
167118460,游戏773,play,3.6
167118460,游戏3553,purchase,1
167118460,游戏3553,play,2.2
167118460,游戏1734,purchase,1
167118460,游戏1734,play,2.2
167118460,游戏2548,purchase,1
167118460,游戏2548,play,1.9
167118460,游戏4123,purchase,1
167118460,游戏4123,play,1.3
167118460,游戏4255,purchase,1
167118460,游戏4255,play,1.3
167118460,游戏2474,purchase,1
167118460,游戏2474,play,1.2
167118460,游戏1502,purchase,1
167118460,游戏1502,play,1
167118460,游戏4920,purchase,1
167118460,游戏4920,play,0.7
167118460,游戏1019,purchase,1
167118460,游戏1019,play,0.6
167118460,游戏3380,purchase,1
167118460,游戏3380,play,0.3
167118460,游戏4249,purchase,1
167118460,游戏4249,play,0.2
167118460,游戏191,purchase,1
167118460,游戏191,play,0.2
167118460,游戏46,purchase,1
167118460,游戏46,play,0.2
167118460,游戏4824,purchase,1
167118460,游戏4824,play,0.1
167118460,游戏2195,purchase,1
167118460,游戏4686,purchase,1
167118460,游戏1418,purchase,1
167118460,游戏1251,purchase,1
167118460,游戏2015,purchase,1
167118460,游戏3381,purchase,1
167118460,游戏3658,purchase,1
167118460,游戏3659,purchase,1
167118460,游戏3662,purchase,1
167118460,游戏3660,purchase,1
167118460,游戏4084,purchase,1
167118460,游戏4316,purchase,1
167118460,游戏4470,purchase,1
167118460,游戏4537,purchase,1
167118460,游戏4860,purchase,1
80154824,游戏2681,purchase,1
80154824,游戏2681,play,46
80154824,游戏3238,purchase,1
80154824,游戏3238,play,6.4
80154824,游戏842,purchase,1
80154824,游戏842,play,4.4
112677705,游戏1269,purchase,1
112677705,游戏1269,play,0.2
112677705,游戏1270,purchase,1
9740704,游戏968,purchase,1
9740704,游戏968,play,23
9740704,游戏4255,purchase,1
9740704,游戏4255,play,3.6
9740704,游戏972,purchase,1
9740704,游戏972,play,0.5
9740704,游戏1301,purchase,1
9740704,游戏1117,purchase,1
9740704,游戏1167,purchase,1
9740704,游戏2071,purchase,1
9740704,游戏2078,purchase,1
9740704,游戏2080,purchase,1
9740704,游戏3509,purchase,1
9740704,游戏4256,purchase,1
207365563,游戏220,purchase,1
207365563,游戏220,play,1.4
207365563,游戏1333,purchase,1
207365563,游戏1333,play,0.2
207365563,游戏2055,purchase,1
207365563,游戏4920,purchase,1
264496864,游戏4920,purchase,1
264496864,游戏4920,play,2.3
242112520,游戏74,purchase,1
242112520,游戏972,purchase,1
242112520,游戏1632,purchase,1
242112520,游戏1768,purchase,1
242112520,游戏1957,purchase,1
242112520,游戏2968,purchase,1
242112520,游戏4627,purchase,1
242112520,游戏5037,purchase,1
165877735,游戏4934,purchase,1
165877735,游戏4934,play,10.5
165877735,游戏1240,purchase,1
165877735,游戏1240,play,3.1
165877735,游戏4405,purchase,1
240278903,游戏1333,purchase,1
240278903,游戏1333,play,0.7
209120214,游戏1333,purchase,1
209120214,游戏1333,play,9.8
121137382,游戏4614,purchase,1
121137382,游戏4614,play,4
159377740,游戏2474,purchase,1
159377740,游戏2474,play,46
200059104,游戏971,purchase,1
200059104,游戏971,play,144
200059104,游戏4758,purchase,1
200059104,游戏4758,play,77
200059104,游戏1091,purchase,1
200059104,游戏1091,play,58
200059104,游戏2474,purchase,1
200059104,游戏2474,play,21
200059104,游戏382,purchase,1
200059104,游戏382,play,11.7
200059104,游戏4056,purchase,1
200059104,游戏4056,play,11.1
200059104,游戏3239,purchase,1
200059104,游戏3239,play,9.7
200059104,游戏1459,purchase,1
200059104,游戏1459,play,9
200059104,游戏4255,purchase,1
200059104,游戏4255,play,8.2
200059104,游戏4004,purchase,1
200059104,游戏4004,play,4.5
200059104,游戏3238,purchase,1
200059104,游戏3238,play,3.2
200059104,游戏4671,purchase,1
200059104,游戏4671,play,2.1
200059104,游戏4920,purchase,1
200059104,游戏4920,play,2
200059104,游戏818,purchase,1
200059104,游戏818,play,1.5
200059104,游戏4896,purchase,1
200059104,游戏4896,play,1.5
200059104,游戏2725,purchase,1
200059104,游戏2725,play,1.4
200059104,游戏310,purchase,1
200059104,游戏310,play,1
200059104,游戏1360,purchase,1
200059104,游戏1360,play,0.9
200059104,游戏2978,purchase,1
200059104,游戏2978,play,0.6
200059104,游戏4919,purchase,1
200059104,游戏4919,play,0.5
200059104,游戏572,purchase,1
200059104,游戏572,play,0.4
200059104,游戏3216,purchase,1
200059104,游戏3216,play,0.2
200059104,游戏4820,purchase,1
200059104,游戏4820,play,0.1
200059104,游戏3045,purchase,1
200059104,游戏3122,purchase,1
200059104,游戏3520,purchase,1
200059104,游戏4058,purchase,1
307729778,游戏893,purchase,1
307729778,游戏3553,purchase,1
250492644,游戏574,purchase,1
250492644,游戏574,play,1.4
250492644,游戏4820,purchase,1
250492644,游戏4820,play,0.7
156733822,游戏1887,purchase,1
156733822,游戏1887,play,59
156733822,游戏721,purchase,1
156733822,游戏721,play,48
156733822,游戏4255,purchase,1
156733822,游戏4255,play,13.5
156733822,游戏1333,purchase,1
156733822,游戏1333,play,3.3
156733822,游戏720,purchase,1
156733822,游戏720,play,1
278757028,游戏2548,purchase,1
278757028,游戏2548,play,0.1
165210999,游戏1333,purchase,1
165210999,游戏1333,play,1
165210999,游戏4627,purchase,1
246386712,游戏1735,purchase,1
52203520,游戏2659,purchase,1
52203520,游戏2659,play,75
52203520,游戏3219,purchase,1
52203520,游戏3219,play,9.3
52203520,游戏974,purchase,1
52203520,游戏974,play,9.3
52203520,游戏4742,purchase,1
52203520,游戏4742,play,8.5
52203520,游戏969,purchase,1
52203520,游戏969,play,4
52203520,游戏2474,purchase,1
52203520,游戏2474,play,0.9
52203520,游戏1167,purchase,1
52203520,游戏968,purchase,1
52203520,游戏3509,purchase,1
52203520,游戏970,purchase,1
52203520,游戏1117,purchase,1
116515529,游戏712,purchase,1
116515529,游戏712,play,1.7
116515529,游戏713,purchase,1
116515529,游戏713,play,0.1
129128224,游戏3758,purchase,1
129128224,游戏3758,play,0.1
129743598,游戏4255,purchase,1
129743598,游戏4255,play,10.1
276555062,游戏1706,purchase,1
276555062,游戏1706,play,141
276555062,游戏1707,purchase,1
276555062,游戏1707,play,130
68017342,游戏220,purchase,1
68017342,游戏220,play,1.6
151724188,游戏1333,purchase,1
151724188,游戏1333,play,20
19696244,游戏4367,purchase,1
19696244,游戏4367,play,579
19696244,游戏3127,purchase,1
19696244,游戏3127,play,263
19696244,游戏4255,purchase,1
19696244,游戏4255,play,241
19696244,游戏974,purchase,1
19696244,游戏974,play,160
19696244,游戏2391,purchase,1
19696244,游戏2391,play,141
19696244,游戏1974,purchase,1
19696244,游戏1974,play,136
19696244,游戏818,purchase,1
19696244,游戏818,play,120
19696244,游戏3568,purchase,1
19696244,游戏3568,play,92
19696244,游戏713,purchase,1
19696244,游戏713,play,91
19696244,游戏1649,purchase,1
19696244,游戏1649,play,91
19696244,游戏2393,purchase,1
19696244,游戏2393,play,78
19696244,游戏971,purchase,1
19696244,游戏971,play,75
19696244,游戏2363,purchase,1
19696244,游戏2363,play,59
19696244,游戏620,purchase,1
19696244,游戏620,play,50
19696244,游戏2110,purchase,1
19696244,游戏2110,play,46
19696244,游戏4664,purchase,1
19696244,游戏4664,play,39
19696244,游戏39,purchase,1
19696244,游戏39,play,34
19696244,游戏1648,purchase,1
19696244,游戏1648,play,33
19696244,游戏3239,purchase,1
19696244,游戏3239,play,32
19696244,游戏2195,purchase,1
19696244,游戏2195,play,28
19696244,游戏1587,purchase,1
19696244,游戏1587,play,27
19696244,游戏2602,purchase,1
19696244,游戏2602,play,25
19696244,游戏1597,purchase,1
19696244,游戏1597,play,24
19696244,游戏3128,purchase,1
19696244,游戏3128,play,22
19696244,游戏2610,purchase,1
19696244,游戏2610,play,22
19696244,游戏3638,purchase,1
19696244,游戏3638,play,22
19696244,游戏3781,purchase,1
19696244,游戏3781,play,16.8
19696244,游戏2598,purchase,1
19696244,游戏2598,play,16.2
19696244,游戏1121,purchase,1
19696244,游戏1121,play,15.7
19696244,游戏2473,purchase,1
19696244,游戏2473,play,15.4
19696244,#N/A,purchase,1
19696244,#N/A,play,14.7
19696244,游戏515,purchase,1
19696244,游戏515,play,14.5
19696244,游戏199,purchase,1
19696244,游戏199,play,13.1
19696244,游戏436,purchase,1
19696244,游戏436,play,13.1
19696244,游戏2196,purchase,1
19696244,游戏2196,play,13
19696244,游戏1241,purchase,1
19696244,游戏1241,play,12.5
19696244,游戏2723,purchase,1
19696244,游戏2723,play,12.2
19696244,游戏3906,purchase,1
19696244,游戏3906,play,12.2
19696244,游戏1887,purchase,1
19696244,游戏1887,play,12
19696244,游戏3931,purchase,1
19696244,游戏3931,play,11.2
